date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:22:41	14214/14214	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Nov%202025%2019:22:41%20GMT	https://static.wixstatic.com/media/702882_90849554162e484aa939befd5bd02aeb~mv2.png/v1/fill/w_152,h_99,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Logo.png	C:/My%20Web%20Sites/lotrens/static.wixstatic.com/media/702882_90849554162e484aa939befd5bd02aeb_mv2.png/v1/fill/w_152,h_99,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Logo.png	(from https://www.lotrems.com/)
11:22:42	603471/603471	---MCZ	200	added ('OK')	text/html	etag:W/%22e456f13f64b434a4959a895753ae99b0%22	https://www.lotrems.com/aboutus	C:/My%20Web%20Sites/lotrens/www.lotrems.com/aboutus.html	(from https://www.lotrems.com/)
11:22:43	579053/579053	---MCZ	200	added ('OK')	text/html	etag:W/%2287285f7b7c00bd1681b8bba5847dd82a%22	https://www.lotrems.com/certifications	C:/My%20Web%20Sites/lotrens/www.lotrems.com/certifications.html	(from https://www.lotrems.com/)
11:22:43	600296/600296	---MCZ	200	added ('OK')	text/html	etag:W/%2204c5706e9763e5336df5f2ee0214473e%22	https://www.lotrems.com/team-3	C:/My%20Web%20Sites/lotrens/www.lotrems.com/team-3.html	(from https://www.lotrems.com/)
11:22:44	589214/589214	---MCZ	200	added ('OK')	text/html	etag:W/%2218a4861939ba6714774fb960a62e4610%22	https://www.lotrems.com/services-3	C:/My%20Web%20Sites/lotrens/www.lotrems.com/services-3.html	(from https://www.lotrems.com/)
11:22:44	497078/497078	---MCZ	200	added ('OK')	text/html	etag:W/%22dbe0e404fb0247ed06481df76350803f%22	https://www.lotrems.com/copy-of-it-consulting-1	C:/My%20Web%20Sites/lotrens/www.lotrems.com/copy-of-it-consulting-1.html	(from https://www.lotrems.com/)
11:22:45	588144/588144	---MCZ	200	added ('OK')	text/html	etag:W/%224e9a32d6457f875a0596389e10dfecb8%22	https://www.lotrems.com/copy-of-it-consulting	C:/My%20Web%20Sites/lotrens/www.lotrems.com/copy-of-it-consulting.html	(from https://www.lotrems.com/)
11:22:46	589095/589095	---MCZ	200	added ('OK')	text/html	etag:W/%227455448c9a65ea53851bd3a25f587249%22	https://www.lotrems.com/general-6	C:/My%20Web%20Sites/lotrens/www.lotrems.com/general-6.html	(from https://www.lotrems.com/)
11:22:47	621915/621915	---MCZ	200	added ('OK')	text/html	etag:W/%224f3164c82dcb730b2fe0555d84d53e71%22	https://www.lotrems.com/contact-8	C:/My%20Web%20Sites/lotrens/www.lotrems.com/contact-8.html	(from https://www.lotrems.com/)
11:22:47	4013/4013	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Nov%202025%2019:22:46%20GMT	https://static.wixstatic.com/media/702882_edd92b03e8684e34b0bcfac625e4a9fa~mv2.jpg/v1/crop/x_14,y_155,w_1920,h_23,q_80,blur_1,enc_auto/702882_edd92b03e8684e34b0bcfac625e4a9fa~mv2.jpg	C:/My%20Web%20Sites/lotrens/static.wixstatic.com/media/702882_edd92b03e8684e34b0bcfac625e4a9fa_mv2.jpg/v1/crop/x_14,y_155,w_1920,h_23,q_80,blur_1,enc_auto/702882_edd92b03e8684e34b0bcfac625e4a9fa_mv2.jpg	(from https://www.lotrems.com/)
11:22:47	23540/23540	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Nov%202025%2019:22:47%20GMT	https://static.wixstatic.com/media/702882_85b871dbf5414a69a66d995642b222a6~mv2.png/v1/fill/w_240,h_262,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/image.png	C:/My%20Web%20Sites/lotrens/static.wixstatic.com/media/702882_85b871dbf5414a69a66d995642b222a6_mv2.png/v1/fill/w_240,h_262,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/image.png	(from https://www.lotrems.com/)
11:22:47	90890/90890	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Nov%202025%2019:22:47%20GMT	https://static.wixstatic.com/media/702882_6d8ec54c127e4e16a654c442d7185d71~mv2.png/v1/fill/w_221,h_262,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/image.png	C:/My%20Web%20Sites/lotrens/static.wixstatic.com/media/702882_6d8ec54c127e4e16a654c442d7185d71_mv2.png/v1/fill/w_221,h_262,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/image.png	(from https://www.lotrems.com/)
11:22:48	106102/106102	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Nov%202025%2019:22:47%20GMT	https://static.wixstatic.com/media/702882_d36acf639d7540d49a79357ee2e82a55~mv2.png/v1/fill/w_257,h_262,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/image.png	C:/My%20Web%20Sites/lotrens/static.wixstatic.com/media/702882_d36acf639d7540d49a79357ee2e82a55_mv2.png/v1/fill/w_257,h_262,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/image.png	(from https://www.lotrems.com/)
11:22:48	131854/131854	---M-Z	200	added ('OK')	application/javascript	etag:%223dba122fff59f2079b3877b077a5c7c7%22	https://browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	C:/My%20Web%20Sites/lotrens/browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	(from https://www.lotrems.com/)
11:22:48	3323/3323	---M-Z	200	added ('OK')	application/javascript	etag:%22ccf0e1db3811d44808d97a63c7a72d1f%22	https://browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	C:/My%20Web%20Sites/lotrens/browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	(from https://www.lotrems.com/)
11:22:49	2211/2211	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Nov%202025%2019:22:48%20GMT	https://www.lotrems.com/envelope/	C:/My%20Web%20Sites/lotrens/www.lotrems.com/envelope/index.html	(from https://www.lotrems.com/)
11:22:49	2210/2210	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Nov%202025%2019:22:48%20GMT	https://www.lotrems.com/api/	C:/My%20Web%20Sites/lotrens/www.lotrems.com/api/index.html	(from https://www.lotrems.com/)
11:22:49	243/243	---MCZ	200	added ('OK')	text/xml	etag:W/%22f3-EJ+4o34Y1SILvBimb6ywlyCCxsM%22	https://www.lotrems.com/sitemap.xml	C:/My%20Web%20Sites/lotrens/www.lotrems.com/sitemap.xml	(from https://www.lotrems.com/)
11:22:50	2211/2211	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Nov%202025%2019:22:49%20GMT	https://www.lotrems.com/feed.xml	C:/My%20Web%20Sites/lotrens/www.lotrems.com/feed.18.delayed	(from https://www.lotrems.com/)
11:22:50	134945/134945	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c3c4bdb9e3d7f9a56381b2719c3fbc9%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.18472961.bundle.min.js	C:/My%20Web%20Sites/lotrens/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.18472961.bundle.min.js	(from https://www.lotrems.com/)
11:22:50	268018/268018	---M-Z	200	added ('OK')	application/javascript	etag:W/%22184d806c9713f2e4b42b6888f9e63279%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.2582ae72.bundle.min.js	C:/My%20Web%20Sites/lotrens/static.parastorage.com/services/wix-thunderbolt/dist/main.2582ae72.bundle.min.js	(from https://www.lotrems.com/)
11:22:50	154/154	---M-Z	200	added ('OK')	application/javascript	etag:W/%22530e638aadaca11cc55439f7bbf92094%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.f600e767.bundle.min.js	C:/My%20Web%20Sites/lotrens/static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.f600e767.bundle.min.js	(from https://www.lotrems.com/)
11:22:51	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/My%20Web%20Sites/lotrens/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://www.lotrems.com/)
11:22:51	10751/10751	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	C:/My%20Web%20Sites/lotrens/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://www.lotrems.com/)
11:22:51	131835/131835	---M-Z	200	added ('OK')	application/javascript	etag:W/%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	C:/My%20Web%20Sites/lotrens/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://www.lotrems.com/)
11:22:52	5943/5943	---M-Z	200	added ('OK')	application/javascript	etag:W/%2221e9a29e51150f50906a91843a15e1e8%22	https://static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	C:/My%20Web%20Sites/lotrens/static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	(from https://www.lotrems.com/)
11:22:52	2208/2208	---MCZ	400	error ('Bad%20Request')	text/html	date:Mon,%2017%20Nov%202025%2019:22:52%20GMT	https://www.lotrems.com/decodeURIComponent(e	C:/My%20Web%20Sites/lotrens/www.lotrems.com/decodeURIComponent(e.20.delayed	(from https://www.lotrems.com/)
11:22:53	9582/9582	---M-Z	200	added ('OK')	application/javascript	etag:W/%22df644f83788d1f4c908f19099724035e%22	https://static.parastorage.com/services/tag-manager-client/1.1028.0/siteTags.bundle.min.js	C:/My%20Web%20Sites/lotrens/static.parastorage.com/services/tag-manager-client/1.1028.0/siteTags.bundle.min.js	(from https://www.lotrems.com/)
11:22:53	1852/1852	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Nov%202025%2019:22:53%20GMT	https://static.wixstatic.com/media/11062b_a6e1bb8d93704b859a65ba5d3dd3645a~mv2.jpg/v1/fill/w_122,h_76,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/11062b_a6e1bb8d93704b859a65ba5d3dd3645a~mv2.jpg	C:/My%20Web%20Sites/lotrens/static.wixstatic.com/media/11062b_a6e1bb8d93704b859a65ba5d3dd3645a_mv2.jpg/v1/fill/w_122,h_76,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/11062b_a6e1bb8d93704b859a65ba5d3dd3645a_mv2.jpg	(from https://www.lotrems.com/aboutus)
11:22:54	2369/2369	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Nov%202025%2019:22:53%20GMT	https://static.wixstatic.com/media/nsplsh_4477686575666473366b51~mv2_d_3000_2000_s_2.jpg/v1/fill/w_122,h_82,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/nsplsh_4477686575666473366b51~mv2_d_3000_2000_s_2.jpg	C:/My%20Web%20Sites/lotrens/static.wixstatic.com/media/nsplsh_4477686575666473366b51_mv2_d_3000_2000_s_2.jpg/v1/fill/w_122,h_82,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/nsplsh_4477686575666473366b51_mv2_d_3000_2000_s_2.jpg	(from https://www.lotrems.com/aboutus)
11:22:54	2472/2472	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Nov%202025%2019:22:53%20GMT	https://static.wixstatic.com/media/11062b_77378fc0da68439ebd8fd24a2f51e50cf000.jpg/v1/fill/w_180,h_101,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/11062b_77378fc0da68439ebd8fd24a2f51e50cf000.jpg	C:/My%20Web%20Sites/lotrens/static.wixstatic.com/media/11062b_77378fc0da68439ebd8fd24a2f51e50cf000.jpg/v1/fill/w_180,h_101,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/11062b_77378fc0da68439ebd8fd24a2f51e50cf000.jpg	(from https://www.lotrems.com/aboutus)
11:22:54	2796/2796	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Nov%202025%2019:22:54%20GMT	https://static.wixstatic.com/media/nsplsh_1d1cd907a6d04ffea595093ea3e772dd~mv2.jpg/v1/fill/w_122,h_153,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/nsplsh_1d1cd907a6d04ffea595093ea3e772dd~mv2.jpg	C:/My%20Web%20Sites/lotrens/static.wixstatic.com/media/nsplsh_1d1cd907a6d04ffea595093ea3e772dd_mv2.jpg/v1/fill/w_122,h_153,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/nsplsh_1d1cd907a6d04ffea595093ea3e772dd_mv2.jpg	(from https://www.lotrems.com/aboutus)
11:22:56	1300/1300	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Nov%202025%2019:22:55%20GMT	https://static.wixstatic.com/media/11062b_a6e1bb8d93704b859a65ba5d3dd3645a~mv2.jpg/v1/fill/w_78,h_49,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/11062b_a6e1bb8d93704b859a65ba5d3dd3645a~mv2.jpg	C:/My%20Web%20Sites/lotrens/static.wixstatic.com/media/11062b_a6e1bb8d93704b859a65ba5d3dd3645a_mv2.jpg/v1/fill/w_78,h_49,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/11062b_a6e1bb8d93704b859a65ba5d3dd3645a_mv2.jpg	(from https://www.lotrems.com/team-3)
11:22:57	1671/1671	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Nov%202025%2019:22:56%20GMT	https://static.wixstatic.com/media/11062b_a6e1bb8d93704b859a65ba5d3dd3645a~mv2.jpg/v1/fill/w_107,h_67,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/11062b_a6e1bb8d93704b859a65ba5d3dd3645a~mv2.jpg	C:/My%20Web%20Sites/lotrens/static.wixstatic.com/media/11062b_a6e1bb8d93704b859a65ba5d3dd3645a_mv2.jpg/v1/fill/w_107,h_67,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/11062b_a6e1bb8d93704b859a65ba5d3dd3645a_mv2.jpg	(from https://www.lotrems.com/services-3)
11:22:57	14214/14214	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Nov%202025%2019:22:57%20GMT	https://static.wixstatic.com/media/702882_90849554162e484aa939befd5bd02aeb~mv2.png/v1/fill/w_152,h_99,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/Logo.png	C:/My%20Web%20Sites/lotrens/static.wixstatic.com/media/702882_90849554162e484aa939befd5bd02aeb_mv2.png/v1/fill/w_152,h_99,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/Logo.png	(from https://www.lotrems.com/copy-of-it-consulting-1)
11:22:58	1671/1671	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Nov%202025%2019:22:57%20GMT	https://static.wixstatic.com/media/11062b_a6e1bb8d93704b859a65ba5d3dd3645a~mv2.jpg/v1/fill/w_107,h_67,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/11062b_a6e1bb8d93704b859a65ba5d3dd3645a~mv2.jpg	C:/My%20Web%20Sites/lotrens/static.wixstatic.com/media/11062b_a6e1bb8d93704b859a65ba5d3dd3645a_mv2.jpg/v1/fill/w_107,h_67,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/11062b_a6e1bb8d93704b859a65ba5d3dd3645a_mv2.jpg	(from https://www.lotrems.com/copy-of-it-consulting-1)
11:22:58	65254/65254	---M--	200	added ('OK')	application/javascript	etag:W/%225b6773578af8dd5591339930c2b29024%22	https://browser.sentry-cdn.com/6.18.2/bundle.min.js	C:/My%20Web%20Sites/lotrens/browser.sentry-cdn.com/6.18.2/bundle.min.js	(from https://www.lotrems.com/copy-of-it-consulting-1)
11:22:59	30907/30907	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e646fa090a760653cfa56c727bb5a13%22	https://static.parastorage.com/services/wix-perf-measure/1.1095.0/wix-perf-measure.umd.min.js	C:/My%20Web%20Sites/lotrens/static.parastorage.com/services/wix-perf-measure/1.1095.0/wix-perf-measure.umd.min.js	(from https://www.lotrems.com/copy-of-it-consulting-1)
11:23:00	1553/1553	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Nov%202025%2019:22:59%20GMT	https://static.wixstatic.com/media/702882_8b4220e5b9fc4c428b0a8bd2fff4ae5c~mv2.jpg/v1/fill/w_108,h_67,al_c,q_80,usm_0.66_1.00_0.01,blur_1,enc_auto/702882_8b4220e5b9fc4c428b0a8bd2fff4ae5c~mv2.jpg	C:/My%20Web%20Sites/lotrens/static.wixstatic.com/media/702882_8b4220e5b9fc4c428b0a8bd2fff4ae5c_mv2.jpg/v1/fill/w_108,h_67,al_c,q_80,usm_0.66_1.00_0.01,blur_1,enc_auto/702882_8b4220e5b9fc4c428b0a8bd2fff4ae5c_mv2.jpg	(from https://www.lotrems.com/general-6)
11:23:01	21756/21756	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Nov%202025%2019:22:59%20GMT	https://static.wixstatic.com/media/702882_f61a8944304842219c1cfee0a89dc2f1~mv2.png/v1/crop/x_56,y_0,w_324,h_115,q_85,blur_2,enc_avif,quality_auto/702882_f61a8944304842219c1cfee0a89dc2f1~mv2.png	C:/My%20Web%20Sites/lotrens/static.wixstatic.com/media/702882_f61a8944304842219c1cfee0a89dc2f1_mv2.png/v1/crop/x_56,y_0,w_324,h_115,q_85,blur_2,enc_avif,quality_auto/702882_f61a8944304842219c1cfee0a89dc2f1_mv2.png	(from https://www.lotrems.com/general-6)
